pais,anio,esperanza_vida,pib,poblacion
República Centroafricana,1978,49,693,2140000
República Centroafricana,1979,49.2,659,2200000
República Centroafricana,1980,49.3,613,2260000
República Centroafricana,1981,49.5,586,2340000
República Centroafricana,1982,49.5,612,2410000
República Centroafricana,1983,49.4,545,2480000
República Centroafricana,1984,49.5,580,2540000
República Centroafricana,1985,49.5,588,2600000
República Centroafricana,1986,49.4,596,2650000
República Centroafricana,1987,49,556,2690000
República Centroafricana,1988,48.7,555,2750000
República Centroafricana,1989,48.1,556,2810000
República Centroafricana,1990,47.5,532,2880000
República Centroafricana,1991,46.8,516,2960000
República Centroafricana,1992,46,469,3050000
República Centroafricana,1993,45.3,458,3140000
República Centroafricana,1994,44.7,466,3220000
República Centroafricana,1995,44.2,486,3310000
República Centroafricana,1996,43.8,455,3390000
República Centroafricana,1997,43.8,467,3480000
República Centroafricana,1998,43.8,477,3560000
República Centroafricana,1999,43.8,483,3640000
República Centroafricana,2000,43.9,460,3720000
República Centroafricana,2001,44.2,470,3800000
República Centroafricana,2002,44.5,477,3880000
República Centroafricana,2003,44.8,442,3960000
República Centroafricana,2004,45.2,459,4040000
República Centroafricana,2005,45.6,455,4120000
República Centroafricana,2006,46.1,467,4200000
República Centroafricana,2007,46.8,479,4270000
República Centroafricana,2008,47.4,480,4340000
República Centroafricana,2009,47.8,514,4390000
República Centroafricana,2010,48.3,532,4420000
República Centroafricana,2011,48.8,550,4440000
República Centroafricana,2012,47.5,576,4450000
República Centroafricana,2013,47.5,365,4460000
República Centroafricana,2014,49.7,364,4490000
República Centroafricana,2015,50.3,377,4540000
República Centroafricana,2016,50.4,391,4600000
República Centroafricana,2017,51.5,404,4670000
República Centroafricana,2018,52.4,413,4750000
República Centroafricana,2019,52.4,419,4830000
República Centroafricana,2020,53.1,415,4920000
República de Moldova,1960,58.8,NA,3080000
República de Moldova,1961,59.3,NA,3150000
República de Moldova,1962,59.6,NA,3210000
República de Moldova,1963,60.1,NA,3280000
República de Moldova,1964,60.8,NA,3340000
República de Moldova,1965,61.2,NA,3390000
República de Moldova,1966,61.7,NA,3450000
República de Moldova,1967,62.2,NA,3500000
República de Moldova,1968,62.7,NA,3550000
República de Moldova,1969,62.9,NA,3600000
República de Moldova,1970,63,NA,3650000
República de Moldova,1971,63.3,NA,3700000
República de Moldova,1972,63.5,NA,3750000
República de Moldova,1973,63.7,NA,3800000
República de Moldova,1974,64,NA,3840000
República de Moldova,1975,64.4,NA,3880000
República de Moldova,1976,64.8,NA,3910000
República de Moldova,1977,65.1,NA,3940000
República de Moldova,1978,65.6,NA,3980000
República de Moldova,1979,65.8,NA,4010000
República de Moldova,1980,66.1,NA,4050000
República de Moldova,1981,66.2,NA,4090000
República de Moldova,1982,65.3,NA,4130000
República de Moldova,1983,65.7,NA,4180000
República de Moldova,1984,66.3,NA,4220000
República de Moldova,1985,67.9,NA,4250000
República de Moldova,1986,68.6,NA,4290000
República de Moldova,1987,68.6,NA,4320000
República de Moldova,1988,68.6,NA,4350000
República de Moldova,1989,68.3,NA,4370000
República de Moldova,1990,67.6,NA,4380000
República de Moldova,1991,67.8,NA,4380000
República de Moldova,1992,67.8,NA,4370000
República de Moldova,1993,66.4,NA,4360000
República de Moldova,1994,66,NA,4340000
República de Moldova,1995,66.9,1502,4320000
República de Moldova,1996,68.1,1417,4290000
República de Moldova,1997,68.8,1445,4250000
República de Moldova,1998,68.8,1351,4230000
República de Moldova,1999,68.9,1308,4200000
República de Moldova,2000,69.2,1338,4190000
República de Moldova,2001,69.1,1423,4180000
República de Moldova,2002,69.1,1538,4170000
República de Moldova,2003,69.4,1644,4170000
República de Moldova,2004,68.9,1770,4160000
República de Moldova,2005,69.4,1907,4150000
República de Moldova,2006,69.6,2004,4130000
República de Moldova,2007,69.9,2069,4110000
República de Moldova,2008,70.1,2235,4100000
República de Moldova,2009,70,2103,4090000
República de Moldova,2010,71.7,2255,4080000
República de Moldova,2011,72,2388,4080000
República de Moldova,2012,72.7,2374,4070000
República de Moldova,2013,72.3,2589,4070000
República de Moldova,2014,72.1,2720,4070000
República de Moldova,2015,72.6,2732,4070000
República de Moldova,2016,73.7,2886,4060000
República de Moldova,2017,74,3073,4050000
República de Moldova,2018,74.3,3261,4040000
República de Moldova,2019,73.3,3435,4030000
República de Moldova,2020,74.6,3236,4020000
República Democrática del Congo,1960,47.6,1257,15600000
República Democrática del Congo,1961,47.9,1093,16000000
República Democrática del Congo,1962,48.2,1291,16500000
República Democrática del Congo,1963,48.1,1324,16900000
República Democrática del Congo,1964,48.3,1258,17400000
República Democrática del Congo,1965,48.8,1236,17900000
República Democrática del Congo,1966,48.9,1283,18400000
República Democrática del Congo,1967,49.1,1235,18900000
República Democrática del Congo,1968,49.4,1252,19500000
República Democrática del Congo,1969,49.6,1331,20000000
República Democrática del Congo,1970,49.9,1291,20600000
República Democrática del Congo,1971,50,1331,21100000
República Democrática del Congo,1972,50.3,1298,21700000
República Democrática del Congo,1973,50.7,1367,22300000
República Democrática del Congo,1974,50.9,1372,22900000
República Democrática del Congo,1975,51.1,1269,23600000
República Democrática del Congo,1976,51.3,1168,24200000
República Democrática del Congo,1977,51.5,1143,25000000
República Democrática del Congo,1978,51.8,1052,25700000
República Democrática del Congo,1979,52.1,1027,26400000
República Democrática del Congo,1980,52.4,1022,27000000
República Democrática del Congo,1981,52.7,1019,27700000
República Democrática del Congo,1982,53,990,28400000
República Democrática del Congo,1983,53.4,980,29100000
República Democrática del Congo,1984,53.7,1009,29900000
República Democrática del Congo,1985,53.9,987,30700000
República Democrática del Congo,1986,54,1007,31500000
República Democrática del Congo,1987,54.2,1006,32400000
República Democrática del Congo,1988,54.3,982,33500000
República Democrática del Congo,1989,54.3,940,34600000
República Democrática del Congo,1990,54.2,850,35900000
República Democrática del Congo,1991,54.1,750,37300000
República Democrática del Congo,1992,53.9,646,38800000
República Democrática del Congo,1993,53.7,537,40300000
República Democrática del Congo,1994,53.6,498,41600000
República Democrática del Congo,1995,52,485,42800000
República Democrática del Congo,1996,53.1,467,43800000
República Democrática del Congo,1997,53.3,430,44800000
República Democrática del Congo,1998,53.5,414,45900000
República Democrática del Congo,1999,53.9,387,47100000
República Democrática del Congo,2000,54.2,351,48400000
República Democrática del Congo,2001,54.4,334,49900000
República Democrática del Congo,2002,54.8,334,51400000
República Democrática del Congo,2003,55.5,342,53100000
República Democrática del Congo,2004,56.1,354,54800000
República Democrática del Congo,2005,56.7,364,56600000
República Democrática del Congo,2006,57.1,371,58500000
República Democrática del Congo,2007,57.5,381,60400000
República Democrática del Congo,2008,58,392,62400000
República Democrática del Congo,2009,58.8,390,64600000
República Democrática del Congo,2010,59.4,404,66800000
República Democrática del Congo,2011,60.1,418,69000000
República Democrática del Congo,2012,60.9,433,71400000
República Democrática del Congo,2013,61.8,454,73800000
República Democrática del Congo,2014,62.6,481,76200000
República Democrática del Congo,2015,63.3,497,78800000
República Democrática del Congo,2016,63.9,493,81400000
República Democrática del Congo,2017,64.7,495,84100000
República Democrática del Congo,2018,65,507,86800000
República Democrática del Congo,2019,65.2,513,89600000
República Democrática del Congo,2020,65.7,505,92400000
República Dominicana,1960,61.8,1375,3410000
República Dominicana,1961,63,1299,3520000
República Dominicana,1962,63.6,1471,3640000
República Dominicana,1963,64.3,1517,3760000
República Dominicana,1964,61.6,1568,3880000
República Dominicana,1965,64.4,1330,4000000
República Dominicana,1966,63.9,1462,4120000
República Dominicana,1967,63.8,1466,4250000
República Dominicana,1968,64.2,1426,4370000
República Dominicana,1969,64.9,1536,4500000
República Dominicana,1970,65.3,1765,4630000
República Dominicana,1971,65.7,1903,4760000
República Dominicana,1972,66.3,2044,4880000
República Dominicana,1973,66.8,2247,5010000
República Dominicana,1974,67.2,2320,5140000
República Dominicana,1975,67.6,2379,5280000
República Dominicana,1976,68.3,2476,5410000
República Dominicana,1977,69.1,2536,5540000
República Dominicana,1978,68.4,2528,5670000
República Dominicana,1979,69.3,2581,5800000
República Dominicana,1980,69.5,2724,5940000
República Dominicana,1981,69.7,2777,6070000
República Dominicana,1982,69.9,2763,6200000
República Dominicana,1983,70,2829,6330000
República Dominicana,1984,70.2,2805,6460000
República Dominicana,1985,70.7,2689,6600000
República Dominicana,1986,70.7,2728,6730000
República Dominicana,1987,71.1,2944,6860000
República Dominicana,1988,71.6,2949,7000000
República Dominicana,1989,72,3020,7130000
República Dominicana,1990,72.5,2801,7270000
República Dominicana,1991,73,2774,7410000
República Dominicana,1992,73.2,3028,7550000
República Dominicana,1993,73.6,3192,7680000
República Dominicana,1994,73.7,3216,7820000
República Dominicana,1995,73.5,3340,7950000
República Dominicana,1996,73.3,3480,8080000
República Dominicana,1997,73.2,3728,8210000
República Dominicana,1998,73.4,3915,8340000
República Dominicana,1999,73.7,4084,8470000
República Dominicana,2000,73.8,4209,8600000
República Dominicana,2001,73.9,4249,8720000
República Dominicana,2002,73.5,4376,8850000
República Dominicana,2003,72.6,4256,8970000
República Dominicana,2004,72.6,4305,9100000
República Dominicana,2005,72.7,4647,9220000
República Dominicana,2006,72.9,5007,9340000
República Dominicana,2007,73.3,5309,9460000
República Dominicana,2008,73.4,5410,9580000
República Dominicana,2009,73.5,5393,9700000
República Dominicana,2010,73.4,5772,9810000
República Dominicana,2011,72.9,5881,9930000
República Dominicana,2012,72.3,5969,10000000
República Dominicana,2013,72.2,6187,10200000
República Dominicana,2014,72,6547,10300000
República Dominicana,2015,72.1,6922,10400000
República Dominicana,2016,72.5,7300,10500000
República Dominicana,2017,72.9,7557,10600000
República Dominicana,2018,73.2,7998,10700000
República Dominicana,2019,72.7,8314,10800000
República Dominicana,2020,73.5,7678,11000000
República Unida de Tanzanía,1960,45.5,NA,10300000
República Unida de Tanzanía,1961,45.7,NA,10700000
República Unida de Tanzanía,1962,45.9,NA,11000000
República Unida de Tanzanía,1963,46.1,NA,11300000
República Unida de Tanzanía,1964,46.4,NA,11600000
República Unida de Tanzanía,1965,46.9,NA,12000000
República Unida de Tanzanía,1966,47.3,NA,12300000
República Unida de Tanzanía,1967,48.1,NA,12700000
República Unida de Tanzanía,1968,48.8,NA,13100000
República Unida de Tanzanía,1969,49.4,NA,13500000
República Unida de Tanzanía,1970,50.1,NA,14000000
República Unida de Tanzanía,1971,50.8,NA,14400000
República Unida de Tanzanía,1972,51.5,NA,14900000
República Unida de Tanzanía,1973,52.1,NA,15400000
República Unida de Tanzanía,1974,52.8,NA,15900000
República Unida de Tanzanía,1975,53.4,NA,16400000
República Unida de Tanzanía,1976,53.9,NA,16900000
República Unida de Tanzanía,1977,54.4,NA,17400000
República Unida de Tanzanía,1978,55,NA,18000000
República Unida de Tanzanía,1979,55.4,NA,18500000
República Unida de Tanzanía,1980,55.7,NA,19100000
República Unida de Tanzanía,1981,56,NA,19700000
República Unida de Tanzanía,1982,56.3,NA,20300000
República Unida de Tanzanía,1983,56.5,NA,21000000
República Unida de Tanzanía,1984,56.6,NA,21600000
República Unida de Tanzanía,1985,56.6,NA,22300000
República Unida de Tanzanía,1986,56.4,NA,23000000
República Unida de Tanzanía,1987,56.2,NA,23700000
República Unida de Tanzanía,1988,55.8,537,24400000
República Unida de Tanzanía,1989,55.3,541,25200000
República Unida de Tanzanía,1990,54.8,561,26100000
República Unida de Tanzanía,1991,54.1,554,27000000
República Unida de Tanzanía,1992,53.7,538,27900000
República Unida de Tanzanía,1993,53.2,527,28800000
República Unida de Tanzanía,1994,52.9,518,29600000
República Unida de Tanzanía,1995,52.7,521,30400000
República Unida de Tanzanía,1996,52.6,531,31200000
República Unida de Tanzanía,1997,52.6,536,31900000
República Unida de Tanzanía,1998,53,543,32700000
República Unida de Tanzanía,1999,53.4,557,33500000
República Unida de Tanzanía,2000,54,568,34400000
República Unida de Tanzanía,2001,54.6,587,35300000
República Unida de Tanzanía,2002,55.3,611,36300000
República Unida de Tanzanía,2003,55.9,634,37400000
República Unida de Tanzanía,2004,56.5,663,38500000
República Unida de Tanzanía,2005,57.3,692,39500000
República Unida de Tanzanía,2006,58.5,717,40700000
República Unida de Tanzanía,2007,59.6,745,41900000
República Unida de Tanzanía,2008,60.3,765,43100000
República Unida de Tanzanía,2009,61.1,782,44300000
República Unida de Tanzanía,2010,61.7,808,45700000
República Unida de Tanzanía,2011,62.7,845,47100000
República Unida de Tanzanía,2012,63.7,857,48500000
República Unida de Tanzanía,2013,64.5,888,50000000
República Unida de Tanzanía,2014,65.1,920,51500000
República Unida de Tanzanía,2015,65.5,948,53000000
República Unida de Tanzanía,2016,66,983,54700000
República Unida de Tanzanía,2017,66.7,1019,56300000
República Unida de Tanzanía,2018,67.2,1043,58000000
República Unida de Tanzanía,2019,67.3,1071,59700000
República Unida de Tanzanía,2020,67.9,1061,61500000
Ruanda,1960,42.4,345,3000000
Ruanda,1961,42.2,323,3050000
Ruanda,1962,42.4,354,3110000
Ruanda,1963,42.6,314,3160000
Ruanda,1964,42.9,269,3240000
Ruanda,1965,42.8,282,3320000
Ruanda,1966,43.3,294,3420000
Ruanda,1967,43.6,305,3530000
Ruanda,1968,43.5,316,3640000
Ruanda,1969,43.6,340,3760000
Ruanda,1970,43.8,350,3870000
Ruanda,1971,44.1,343,3990000
Ruanda,1972,44.5,334,4110000
Ruanda,1973,44.8,336,4230000
Ruanda,1974,45,330,4360000
Ruanda,1975,45.7,314,4510000
Ruanda,1976,46.5,363,4660000
Ruanda,1977,46.9,358,4810000
Ruanda,1978,47.5,378,4980000
Ruanda,1979,48.4,409,5150000
Ruanda,1980,49.5,431,5330000
Ruanda,1981,50.2,439,5500000
Ruanda,1982,50.9,433,5690000
Ruanda,1983,51.4,444,5900000
Ruanda,1984,51.5,410,6150000
Ruanda,1985,51.6,411,6440000
Ruanda,1986,51.8,413,6780000
Ruanda,1987,51.8,393,7090000
Ruanda,1988,51.2,392,7280000
Ruanda,1989,50,382,7290000
Ruanda,1990,49.9,372,7080000
Ruanda,1991,49.1,374,6700000
Ruanda,1992,48.3,418,6260000
Ruanda,1993,9.5,411,5940000
Ruanda,1994,46.4,216,5840000
Ruanda,1995,47.7,297,6010000
Ruanda,1996,46.8,325,6420000
Ruanda,1997,47.9,346,6960000
Ruanda,1998,49.3,348,7500000
Ruanda,1999,50.5,337,7930000
Ruanda,2000,51.5,345,8230000
Ruanda,2001,53.2,361,8430000
Ruanda,2002,54.5,399,8560000
Ruanda,2003,56.3,401,8680000
Ruanda,2004,58.2,425,8840000
Ruanda,2005,60.2,457,9040000
Ruanda,2006,61.6,488,9270000
Ruanda,2007,62.6,512,9520000
Ruanda,2008,63.4,554,9780000
Ruanda,2009,64.5,573,10000000
Ruanda,2010,65.3,599,10300000
Ruanda,2011,65.8,631,10500000
Ruanda,2012,66.8,669,10800000
Ruanda,2013,67.2,683,11100000
Ruanda,2014,67.4,708,11400000
Ruanda,2015,67.6,751,11700000
Ruanda,2016,68,776,12000000
Ruanda,2017,68.3,785,12300000
Ruanda,2018,68.7,830,12600000
Ruanda,2019,68.7,886,13000000
Ruanda,2020,69.2,834,13300000
Rumania,1960,66.3,NA,18800000
Rumania,1961,66.7,NA,18900000
Rumania,1962,68,NA,19100000
Rumania,1963,68.7,NA,19200000
Rumania,1964,68.9,NA,19400000
Rumania,1965,69.6,NA,19600000
Rumania,1966,68.4,NA,19800000
Rumania,1967,67.8,NA,20100000
Rumania,1968,67.6,NA,20300000
Rumania,1969,68.3,NA,20500000
Rumania,1970,69,NA,20800000
Rumania,1971,69.3,NA,21000000
Rumania,1972,69.3,NA,21200000
Rumania,1973,69.9,NA,21500000
Rumania,1974,69.9,NA,21700000
Rumania,1975,70.3,NA,21900000
Rumania,1976,69.7,NA,22100000
Rumania,1977,70,NA,22300000
Rumania,1978,69.7,NA,22500000
Rumania,1979,69.6,NA,22600000
Rumania,1980,69.7,NA,22700000
Rumania,1981,70,NA,22800000
Rumania,1982,70.1,NA,22900000
Rumania,1983,70,NA,23000000
Rumania,1984,69.7,NA,23100000
Rumania,1985,69.8,NA,23200000
Rumania,1986,69.2,NA,23300000
Rumania,1987,69.6,NA,23400000
Rumania,1988,69.7,NA,23500000
Rumania,1989,69.8,NA,23500000
Rumania,1990,70.3,4997,23500000
Rumania,1991,69.8,4389,23400000
Rumania,1992,69.7,4041,23300000
Rumania,1993,69.5,4108,23100000
Rumania,1994,69.4,4276,23000000
Rumania,1995,69,4552,22800000
Rumania,1996,69.1,4743,22600000
Rumania,1997,69.8,4526,22500000
Rumania,1998,70.7,4443,22300000
Rumania,1999,71.2,4434,22100000
Rumania,2000,71.2,4549,22000000
Rumania,2001,71.2,4853,21900000
Rumania,2002,71.5,5225,21700000
Rumania,2003,72,5386,21600000
Rumania,2004,72.4,5981,21400000
Rumania,2005,72.8,6299,21200000
Rumania,2006,73.4,6846,21000000
Rumania,2007,73.4,7450,20800000
Rumania,2008,73.5,8280,20600000
Rumania,2009,73.8,7889,20500000
Rumania,2010,74.6,7626,20300000
Rumania,2011,74.7,7810,20200000
Rumania,2012,75.3,8005,20100000
Rumania,2013,75,8338,20000000
Rumania,2014,75.3,8671,19900000
Rumania,2015,75.3,8969,19800000
Rumania,2016,75.4,9445,19700000
Rumania,2017,75.5,10195,19500000
Rumania,2018,75.5,10714,19400000
Rumania,2019,74.1,11222,19200000
Rumania,2020,75.8,10865,19100000
Saint Kitts y Nevis,1960,58.8,NA,51200
Saint Kitts y Nevis,1961,60,NA,51000
Saint Kitts y Nevis,1962,60.6,NA,50500
Saint Kitts y Nevis,1963,61.2,NA,49900
Saint Kitts y Nevis,1964,61.8,NA,49200
Saint Kitts y Nevis,1965,62.4,NA,48400
Saint Kitts y Nevis,1966,62.9,NA,47400
Saint Kitts y Nevis,1967,63,NA,46400
Saint Kitts y Nevis,1968,62.9,NA,45500
Saint Kitts y Nevis,1969,62.6,NA,44900
Saint Kitts y Nevis,1970,62.2,NA,44500
Saint Kitts y Nevis,1971,61.9,NA,44300
Saint Kitts y Nevis,1972,62,NA,44300
Saint Kitts y Nevis,1973,62.5,NA,44300
Saint Kitts y Nevis,1974,63.3,NA,44300
Saint Kitts y Nevis,1975,63.8,NA,44100
Saint Kitts y Nevis,1976,64.1,NA,43900
Saint Kitts y Nevis,1977,63.7,4410,43700
Saint Kitts y Nevis,1978,63.6,4608,43500
Saint Kitts y Nevis,1979,63.8,4986,43200
Saint Kitts y Nevis,1980,64.2,5439,43000
Saint Kitts y Nevis,1981,64.6,5553,42700
Saint Kitts y Nevis,1982,64.6,5614,42500
Saint Kitts y Nevis,1983,64.8,5715,42200
Saint Kitts y Nevis,1984,64.8,6262,41900
Saint Kitts y Nevis,1985,64.9,6850,41500
Saint Kitts y Nevis,1986,65.2,7667,41000
Saint Kitts y Nevis,1987,65.4,8256,40600
Saint Kitts y Nevis,1988,65.4,9108,40400
Saint Kitts y Nevis,1989,65.9,9674,40300
Saint Kitts y Nevis,1990,67.2,10169,40400
Saint Kitts y Nevis,1991,67.5,9950,40700
Saint Kitts y Nevis,1992,67.8,10295,41100
Saint Kitts y Nevis,1993,67.8,10875,41600
Saint Kitts y Nevis,1994,67.9,11321,42100
Saint Kitts y Nevis,1995,68.3,11800,42500
Saint Kitts y Nevis,1996,68.7,12373,42900
Saint Kitts y Nevis,1997,68.7,13099,43200
Saint Kitts y Nevis,1998,69.5,12924,43600
Saint Kitts y Nevis,1999,69.9,13219,44100
Saint Kitts y Nevis,2000,70.3,14394,44600
Saint Kitts y Nevis,2001,70.7,14974,45200
Saint Kitts y Nevis,2002,71.1,14989,45700
Saint Kitts y Nevis,2003,71.2,14216,46300
Saint Kitts y Nevis,2004,71.4,14601,46900
Saint Kitts y Nevis,2005,71.5,15841,47300
Saint Kitts y Nevis,2006,71.7,16174,47800
Saint Kitts y Nevis,2007,72,16123,48200
Saint Kitts y Nevis,2008,72.1,17773,48600
Saint Kitts y Nevis,2009,72.2,17024,49000
Saint Kitts y Nevis,2010,72.3,16888,49400
Saint Kitts y Nevis,2011,72.3,17012,49900
Saint Kitts y Nevis,2012,72.2,16775,50300
Saint Kitts y Nevis,2013,72.1,17574,50800
Saint Kitts y Nevis,2014,72,18741,51200
Saint Kitts y Nevis,2015,72.1,18717,51600
Saint Kitts y Nevis,2016,72.1,19288,52000
Saint Kitts y Nevis,2017,72.1,19318,52400
Saint Kitts y Nevis,2018,72.1,19681,52800
Saint Kitts y Nevis,2019,NA,20472,53200
Saint Kitts y Nevis,2020,NA,17404,53500
Samoa,1960,61.1,NA,112000
Samoa,1961,61.3,NA,116000
Samoa,1962,61.4,NA,120000
Samoa,1963,57.2,NA,123000
Samoa,1964,61.3,NA,127000
Samoa,1965,61.3,NA,131000
Samoa,1966,61.8,NA,134000
Samoa,1967,62,NA,137000
Samoa,1968,62.2,NA,140000
Samoa,1969,62.4,NA,143000
Samoa,1970,62.6,NA,145000
Samoa,1971,63,NA,147000
Samoa,1972,63.2,NA,149000
Samoa,1973,63.3,NA,150000
Samoa,1974,63.6,NA,151000
Samoa,1975,64.1,NA,152000
Samoa,1976,64.4,NA,153000
Samoa,1977,64.7,NA,154000
Samoa,1978,65,NA,155000
Samoa,1979,65.2,NA,156000
Samoa,1980,65.4,NA,156000
Samoa,1981,65.5,NA,157000
Samoa,1982,65.7,2480,158000
Samoa,1983,65.8,2475,159000
Samoa,1984,66,2493,160000
Samoa,1985,66.2,2578,161000
Samoa,1986,66.4,2711,161000
Samoa,1987,66.6,2717,161000
Samoa,1988,66.8,2671,162000
Samoa,1989,66.9,2761,163000
Samoa,1990,66.9,2625,164000
Samoa,1991,67.2,2545,165000
Samoa,1992,67.4,2517,167000
Samoa,1993,67.5,2595,169000
Samoa,1994,67.7,2506,170000
Samoa,1995,67.8,2651,171000
Samoa,1996,68,2823,172000
Samoa,1997,68.2,2826,173000
Samoa,1998,68.3,2876,174000
Samoa,1999,68.5,2925,174000
Samoa,2000,68.6,3059,175000
Samoa,2001,68.8,3268,176000
Samoa,2002,68.9,3433,177000
Samoa,2003,69,3590,179000
Samoa,2004,69,3678,180000
Samoa,2005,69.2,3897,181000
Samoa,2006,69.3,3955,182000
Samoa,2007,69.5,3949,183000
Samoa,2008,67.5,4062,185000
Samoa,2009,69.6,4012,186000
Samoa,2010,69.7,4083,187000
Samoa,2011,69.6,4219,189000
Samoa,2012,69.9,4012,191000
Samoa,2013,70,3961,192000
Samoa,2014,70.1,3932,194000
Samoa,2015,70.2,4074,195000
Samoa,2016,70.3,4381,195000
Samoa,2017,70.4,4409,196000
Samoa,2018,70.5,4337,197000
Samoa,2019,70.5,4505,198000
Samoa,2020,70.7,4359,200000
San Marino,1960,73,NA,15800
San Marino,1961,73,NA,16300
San Marino,1962,73.1,NA,16700
San Marino,1963,73.2,NA,17100
San Marino,1964,73.3,NA,17500
San Marino,1965,73.5,NA,17900
San Marino,1966,73.7,NA,18300
San Marino,1967,73.8,NA,18700
San Marino,1968,74,NA,19000
San Marino,1969,74.1,NA,19200
San Marino,1970,74.3,NA,19400
San Marino,1971,74.5,NA,19500
San Marino,1972,74.8,NA,19600
San Marino,1973,75.2,NA,19700
San Marino,1974,75.4,NA,19800
San Marino,1975,75.6,NA,20100
San Marino,1976,75.8,NA,20400
San Marino,1977,75.9,NA,20800
San Marino,1978,76.2,NA,21100
San Marino,1979,76.4,NA,21500
San Marino,1980,76.8,NA,21800
San Marino,1981,77.3,NA,22000
San Marino,1982,77.7,NA,22300
San Marino,1983,78,NA,22500
San Marino,1984,78.3,NA,22800
San Marino,1985,78.6,NA,23000
San Marino,1986,79,NA,23300
San Marino,1987,79.2,NA,23500
San Marino,1988,79.5,NA,23800
San Marino,1989,79.7,NA,24100
San Marino,1990,79.9,NA,24500
San Marino,1991,80.1,NA,24800
San Marino,1992,80.3,NA,25200
San Marino,1993,80.4,NA,25600
San Marino,1994,80.7,NA,25900
San Marino,1995,80.9,NA,26300
San Marino,1996,81.1,NA,26600
San Marino,1997,81.3,47019,26900
San Marino,1998,81.5,49987,27100
San Marino,1999,81.5,53928,27500
San Marino,2000,81.6,54463,27800
San Marino,2001,81.7,56761,28200
San Marino,2002,81.7,56216,28600
San Marino,2003,81.6,57604,28900
San Marino,2004,81.6,59432,29300
San Marino,2005,81.6,60080,29700
San Marino,2006,81.7,61604,30100
San Marino,2007,81.8,65163,30400
San Marino,2008,81.8,64057,30800
San Marino,2009,81.9,56717,31200
San Marino,2010,81.9,52932,31700
San Marino,2011,82,47866,32100
San Marino,2012,82,43873,32600
San Marino,2013,82,42926,32900
San Marino,2014,82,42124,33300
San Marino,2015,82,42663,33500
San Marino,2016,82,43359,33700
San Marino,2017,82.1,43255,33800
San Marino,2018,82.2,43754,33900
San Marino,2019,NA,44552,33900
San Marino,2020,NA,41500,34000
San Vicente y las Granadinas,1960,61.6,1968,82200
San Vicente y las Granadinas,1961,62.2,2027,83200
San Vicente y las Granadinas,1962,62.6,2075,84200
San Vicente y las Granadinas,1963,63.1,1923,85100
San Vicente y las Granadinas,1964,63.4,1972,86000
San Vicente y las Granadinas,1965,63.7,1969,86900
San Vicente y las Granadinas,1966,63.9,1948,87800
San Vicente y las Granadinas,1967,64.2,1745,88700
San Vicente y las Granadinas,1968,64.5,1840,89600
San Vicente y las Granadinas,1969,64.8,1874,90500
San Vicente y las Granadinas,1970,65,2054,91500
San Vicente y las Granadinas,1971,65.4,2092,92500
San Vicente y las Granadinas,1972,65.8,2603,93600
San Vicente y las Granadinas,1973,66.3,2288,94600
San Vicente y las Granadinas,1974,66.6,2063,95700
San Vicente y las Granadinas,1975,67,1885,96700
San Vicente y las Granadinas,1976,67.4,2059,97700
San Vicente y las Granadinas,1977,67.9,2307,98700
San Vicente y las Granadinas,1978,68.3,2507,99600
San Vicente y las Granadinas,1979,68.6,2567,101000
San Vicente y las Granadinas,1980,68.9,2606,101000
San Vicente y las Granadinas,1981,69.3,2703,102000
San Vicente y las Granadinas,1982,69.4,2801,103000
San Vicente y las Granadinas,1983,69.6,2840,104000
San Vicente y las Granadinas,1984,70,3006,105000
San Vicente y las Granadinas,1985,70.2,3169,105000
San Vicente y las Granadinas,1986,70,3324,106000
San Vicente y las Granadinas,1987,70.2,3317,107000
San Vicente y las Granadinas,1988,70.3,3761,107000
San Vicente y las Granadinas,1989,70.1,3795,107000
San Vicente y las Granadinas,1990,70.3,3937,108000
San Vicente y las Granadinas,1991,70.2,3971,108000
San Vicente y las Granadinas,1992,70.3,4218,108000
San Vicente y las Granadinas,1993,70.3,4393,108000
San Vicente y las Granadinas,1994,70.5,4338,108000
San Vicente y las Granadinas,1995,70.5,4675,108000
San Vicente y las Granadinas,1996,70.9,4738,108000
San Vicente y las Granadinas,1997,71,4908,108000
San Vicente y las Granadinas,1998,71.1,5113,108000
San Vicente y las Granadinas,1999,71.1,5254,108000
San Vicente y las Granadinas,2000,71.7,5339,108000
San Vicente y las Granadinas,2001,71.7,5427,108000
San Vicente y las Granadinas,2002,72.2,5706,108000
San Vicente y las Granadinas,2003,72.3,6075,109000
San Vicente y las Granadinas,2004,72.6,6313,109000
San Vicente y las Granadinas,2005,72.9,6465,109000
San Vicente y las Granadinas,2006,73.1,6918,109000
San Vicente y las Granadinas,2007,73.1,7154,108000
San Vicente y las Granadinas,2008,73,7190,108000
San Vicente y las Granadinas,2009,73.1,7098,108000
San Vicente y las Granadinas,2010,73.2,6783,108000
San Vicente y las Granadinas,2011,73,6738,108000
San Vicente y las Granadinas,2012,72.5,6810,109000
San Vicente y las Granadinas,2013,72.6,6965,109000
San Vicente y las Granadinas,2014,72.6,7029,109000
San Vicente y las Granadinas,2015,72.6,7207,109000
San Vicente y las Granadinas,2016,72.7,7483,110000
San Vicente y las Granadinas,2017,72.8,7584,110000
San Vicente y las Granadinas,2018,73,7788,111000
San Vicente y las Granadinas,2019,73,7792,111000
